0;8828;2768;1;-1;0;0;4;0;0;1;-1;0;0;4;0;0;
0;824;266;1;-1;0;0;3;0;0;1;-1;0;0;3;0;0;
1;1248;150;1;224;334;224;4;97;0;1;127;0;127;2;36;0;
2;1788;112;1;164;334;164;4;59;0;2;110;50;110;4;54;0;
3;2354;96;1;137;334;137;4;43;0;2;63;50;63;4;66;0;
4;2940;86;1;132;334;71;4;40;0;2;38;50;38;4;68;0;
5;3506;85;1;131;334;70;4;40;0;3;32;70;31;8;71;0;
6;4075;82;1;127;334;127;4;38;0;4;33;165;34;12;67;0;
7;4662;83;1;131;334;71;4;38;0;4;35;165;35;12;66;0;
8;5207;83;4;-1;336;93;17;56;1;4;34;165;34;12;73;0;
9;5787;81;4;125;336;107;17;54;0;4;40;167;40;16;72;0;
10;6364;81;4;120;336;103;17;54;0;4;35;167;35;16;76;0;
11;6955;78;1;122;334;122;4;35;0;4;31;167;31;16;70;0;
12;7554;78;3;-1;347;37;11;1;2;4;35;167;35;16;67;0;
13;8131;77;3;122;347;78;11;1;0;4;33;167;33;16;58;0;
14;8717;77;1;122;334;65;4;35;0;4;40;166;40;16;69;0;
15;9291;76;1;128;334;101;4;34;0;4;44;168;25;21;72;0;
16;9891;76;3;-1;346;85;8;47;1;4;54;168;54;21;74;0;
17;10554;48;3;83;346;65;8;22;0;4;27;168;27;21;56;0;
18;11261;37;4;-1;295;41;14;6;5;4;40;168;31;21;52;0;
19;11970;31;3;-1;361;74;9;14;3;4;49;168;40;21;49;0;
20;12684;29;3;96;361;66;9;14;0;4;54;168;45;21;47;0;
21;13361;24;3;83;361;30;9;13;0;4;47;168;34;21;45;0;
22;14094;24;4;-1;371;72;15;3;8;4;67;168;52;21;48;0;
23;14770;22;4;-1;375;38;13;1;11;4;48;168;36;21;45;0;
24;15480;19;5;-1;340;54;18;1;6;4;55;168;41;21;43;0;
25;16216;17;5;-1;378;69;12;10;21;4;90;298;47;24;44;0;
26;16974;15;5;86;378;55;12;9;0;4;83;298;67;24;40;0;
27;17700;15;4;88;298;48;24;0;0;4;88;298;48;24;42;0;
28;18425;15;4;99;298;55;24;0;0;4;99;298;55;24;40;0;
29;19144;15;4;98;298;53;24;0;0;4;98;298;53;24;40;0;
30;19907;11;4;71;298;44;24;0;0;4;71;298;44;24;38;0;
31;20647;11;4;94;298;50;24;0;0;4;94;298;50;24;24;0;
32;21362;11;4;-1;338;17;16;4;2;4;94;167;66;24;35;0;
33;22110;10;4;88;338;39;16;4;0;4;43;168;36;25;41;0;
34;22851;10;4;95;338;35;16;4;0;4;61;168;49;25;24;0;
35;23569;10;4;95;338;26;16;4;0;4;85;136;72;25;35;0;
36;24295;9;4;83;338;38;16;4;0;5;43;168;40;26;24;0;
37;25071;9;8;-1;346;17;26;3;21;5;80;166;68;26;36;0;
38;25811;9;8;95;346;45;26;3;0;6;51;168;40;32;37;0;
39;26571;9;8;92;346;25;26;3;0;6;65;168;54;32;38;0;
40;27309;8;9;-1;346;68;27;5;31;9;45;167;46;32;37;0;
41;28032;8;9;94;346;82;27;5;0;9;50;167;46;32;38;0;
42;28729;7;9;80;346;49;27;5;0;9;42;167;45;32;23;0;
43;29437;7;3;90;279;37;8;4;0;9;66;65;66;32;33;0;
44;30151;7;10;-1;296;51;33;5;7;10;54;168;42;35;39;0;
45;30858;7;11;-1;375;41;44;1;8;10;63;168;48;35;22;0;
46;31597;6;11;78;375;50;44;1;0;11;76;358;58;39;21;0;
47;32317;6;12;-1;473;38;40;0;11;11;92;165;38;39;33;0;
48;33038;4;12;62;473;28;40;0;0;12;62;473;28;40;38;0;
49;33774;4;12;91;473;55;40;0;0;12;91;473;55;40;23;0;
50;34529;4;13;91;337;74;41;0;1;12;93;165;74;40;34;0;
51;35265;4;13;94;337;28;41;0;0;13;94;337;28;41;37;0;
52;35996;4;13;93;337;48;41;0;0;13;93;337;48;41;39;0;
53;36638;3;13;71;337;34;41;0;0;13;71;337;34;41;39;0;
54;37369;3;13;93;337;51;41;0;0;13;93;337;51;41;38;0;
55;38065;3;13;92;337;46;41;0;0;13;92;337;46;41;37;0;
56;38811;3;12;-1;418;50;36;2;7;13;92;337;49;41;38;0;
57;39489;3;12;92;418;51;36;2;0;13;91;337;49;41;39;0;
58;40211;3;8;92;363;47;30;2;1;13;91;337;47;41;37;0;
59;40891;3;8;93;363;55;30;2;0;13;92;337;49;41;23;0;
60;41559;3;13;-1;393;39;39;2;91;14;91;1;71;43;34;0;
61;42201;2;13;63;393;33;39;1;0;13;62;369;30;44;38;0;
62;42865;2;14;-1;397;44;42;0;40;14;91;379;44;41;39;0;
63;43537;2;14;92;397;41;42;0;0;14;92;397;41;42;39;0;
64;44208;2;14;92;397;42;42;0;0;14;92;397;42;42;39;0;
65;44868;2;14;92;397;42;42;0;0;14;92;397;42;42;38;0;
66;45528;2;14;92;397;47;42;0;0;14;92;397;47;42;39;0;
67;46203;2;14;92;397;44;42;0;0;14;92;397;44;42;38;0;
68;46875;2;14;92;397;43;42;0;0;14;92;397;43;42;38;0;
69;47539;2;14;92;397;45;42;0;0;14;92;397;45;42;23;0;
70;48197;2;13;91;393;30;39;1;0;14;92;280;65;42;36;0;
71;48896;2;13;92;393;43;39;1;0;15;91;385;50;41;38;0;
72;49523;2;13;92;393;49;39;1;0;15;91;385;43;41;40;0;
73;50156;2;13;92;393;49;39;1;0;15;91;385;43;41;39;0;
74;50821;2;13;92;393;52;39;1;0;15;91;385;41;41;39;0;
75;51468;2;13;92;393;51;39;1;0;15;91;385;41;41;23;0;
76;52109;2;13;92;393;33;39;1;0;15;91;166;59;41;33;0;
77;52758;2;13;92;393;49;39;1;0;15;91;336;43;43;38;0;
78;53441;2;15;67;472;45;44;0;2;15;91;336;45;43;39;0;
79;54145;1;15;49;472;25;44;0;0;15;49;472;25;44;37;0;
80;54760;1;15;91;472;46;44;0;0;15;91;472;46;44;37;0;
81;55418;1;15;92;472;46;44;0;0;15;92;472;46;44;38;0;
82;56032;1;15;92;472;46;44;0;0;15;92;472;46;44;38;0;
83;56718;1;15;92;472;46;44;0;0;15;92;472;46;44;38;0;
84;57359;1;15;92;472;46;44;0;0;15;92;472;46;44;21;0;
85;58028;1;16;91;468;46;51;0;1;15;92;165;46;44;38;0;
86;58671;1;16;92;468;46;51;0;0;16;92;468;46;51;38;0;
87;59376;1;16;92;468;46;51;0;0;16;92;468;46;51;38;0;
88;60022;1;16;92;468;46;51;0;0;16;92;468;46;51;37;0;
89;60666;1;16;92;468;46;51;0;0;16;92;468;46;51;38;0;
90;61352;1;16;92;468;46;51;0;0;16;92;468;46;51;38;0;
91;61948;1;16;92;468;46;51;0;0;16;92;468;46;51;37;0;
92;62611;1;16;92;468;46;51;0;0;16;92;468;46;51;38;0;
93;63252;1;16;92;468;46;51;0;0;16;92;468;46;51;38;0;
94;63869;1;16;92;468;46;51;0;0;16;92;468;46;51;36;0;
95;64528;1;16;92;468;46;51;0;0;16;92;468;46;51;38;0;
96;65106;1;16;92;468;46;51;0;0;16;92;468;46;51;37;0;
97;65755;1;16;92;468;46;51;0;0;16;92;468;46;51;37;0;
98;66436;1;16;92;468;46;51;0;0;16;92;468;46;51;37;0;
99;67103;1;16;92;468;46;51;0;0;16;92;468;46;51;38;0;
100;67766;1;16;92;468;46;51;0;0;16;92;468;46;51;21;0;
101;68386;1;19;91;396;46;50;0;1;16;92;165;46;51;32;0;
102;69050;1;25;-1;414;46;67;0;198;19;92;396;46;50;37;0;
103;69689;1;25;92;414;46;67;0;0;25;92;414;46;67;36;0;
104;70380;1;25;92;414;46;67;0;0;25;92;414;46;67;36;0;
105;71050;1;19;-1;428;46;52;0;50;25;92;414;46;67;41;0;
106;71759;1;19;92;428;46;52;0;0;19;92;428;46;52;37;0;
107;72399;1;19;92;428;46;52;0;0;19;92;428;46;52;38;0;
108;73079;1;19;92;428;46;52;0;0;19;92;428;46;52;38;0;
109;73823;1;19;92;428;46;52;0;0;19;92;428;46;52;36;0;
110;74530;1;19;92;428;46;52;0;0;19;92;428;46;52;37;0;
111;75178;1;19;92;428;46;52;0;0;19;92;428;46;52;36;0;
112;75902;1;19;92;428;46;52;0;0;19;92;428;46;52;38;0;
113;76565;1;19;92;428;46;52;0;0;19;92;428;46;52;38;0;
114;77271;1;19;92;428;46;52;0;0;19;92;428;46;52;37;0;
115;77945;1;19;92;428;46;52;0;0;19;92;428;46;52;36;0;
116;78596;1;19;92;428;46;52;0;0;19;92;428;46;52;37;0;
117;79348;1;19;92;428;46;52;0;0;19;92;428;46;52;37;0;
118;80040;1;19;92;428;46;52;0;0;19;92;428;46;52;39;0;
119;80707;1;19;92;428;46;52;0;0;19;92;428;46;52;37;0;
120;81405;1;19;92;428;46;52;0;0;19;92;428;46;52;40;0;
121;82092;1;19;92;428;46;52;0;0;19;92;428;46;52;38;0;
122;82818;1;19;92;428;46;52;0;0;19;92;428;46;52;39;0;
123;83485;1;19;92;428;46;52;0;0;19;92;428;46;52;39;0;
124;84192;1;19;92;428;46;52;0;0;19;92;428;46;52;22;0;
125;84871;1;25;91;414;46;67;0;1;19;92;97;46;52;36;0;
126;85552;1;25;92;414;46;67;0;0;25;92;414;46;67;37;0;
127;86230;1;25;92;414;46;67;0;0;25;92;414;46;67;39;0;
128;86870;1;25;92;414;46;67;0;0;25;92;414;46;67;36;0;
129;87560;1;26;-1;422;46;68;0;48;25;92;414;46;67;38;0;
130;88256;1;26;92;422;46;68;0;0;26;92;422;46;68;38;0;
131;88929;1;26;92;422;46;68;0;0;26;92;422;46;68;39;0;
132;89613;1;26;92;422;46;68;0;0;26;92;422;46;68;37;0;
133;90276;1;26;92;422;46;68;0;0;26;92;422;46;68;38;0;
134;90950;1;26;92;422;46;68;0;0;26;92;422;46;68;36;0;
